id,slug,url
3,co-operative,https://www.igdb.com/game_modes/co-operative
1,single-player,https://www.igdb.com/game_modes/single-player
2,multiplayer,https://www.igdb.com/game_modes/multiplayer
5,massively-multiplayer-online-mmo,https://www.igdb.com/game_modes/massively-multiplayer-online-mmo
4,split-screen,https://www.igdb.com/game_modes/split-screen
